Binary Form:
1111110001111111,fc7f
0000100100001011,090b
1110101000011101,ea1d
1111101101110000,fb70
1110001001111010,e27a
1111001111110100,f3f4
1111000010000110,f086
1101100011010001,d8d1
0000011111101011,07eb
1111011101001110,f74e
1110011011011111,e6df
1110110010011111,ec9f
1110111010010101,ee95
1110010101011111,e55f
1101111000101111,de27
0001001000111110,123e
1101111100100001,df21
0000101111101000,0be8
0000011010011110,069e
1101110010100000,dca0
0100100110011111,499f
0001010110000110,1586
0011000001011000,3058
0000110110001110,0d8e
0011111100110101,3f35
0100101101110101,4b75
1111001010111111,f2bf
1111011011100101,f6e5
0001110010010011,1c93
0011011101101000,3768
0000110110001111,0d8f
0000010011111101,04fd
0001111010011010,1e9a
0000011110100110,07a6
0010000010010010,2092
1110100100100011,e923
1111001000111010,f23a
0000111101111101,0f7d
1101110100011010,dd1a
0000110011100111,0ce7
0000101010010011,0a93
1011000101011111,b15f
0000000011110010,00f2
0010011010011100,269c
1111100000001110,f80e
0000000010011111,009f
1111010000010000,f410
0001111011011100,1edc
0001000101100100,1164
1110100111100011,e9e3
0001011001001011,164b
0010110100001101,2d0d
1110110010110000,ecb0
0000010111111010,05fa
1111101001001010,fa4a
0010000111010111,21d7
0000101101101100,0b6c
1110011110111110,e7be
0000100000000000,0800
0000111101110110,0f76
1111011001110000,f670
0000000111000011,01c3
0000000010100000,00a0
Decimal Form:
-0.218994141,
0.565185547,
-1.367919922,
-0.285156250,
-1.845214844,
-0.752929688,
-0.967285156,
-2.448974609,
0.494873047,
-0.543457031,
-1.570556641,
-1.211181641,
-1.088623047,
-1.664306641,
-2.113525391,
1.140136719,
-2.054443359,
0.744140625,
0.413574219,
-2.210937500,
4.601318359,
1.345214844,
3.021484375,
0.847167969,
3.950439453,
4.716064453,
-0.828369141,
-0.569091797,
1.785888672,
3.462890625,
0.847412109,
0.311767578,
1.912597656,
0.478027344,
2.035644531,
-1.428955078,
-0.860839844,
0.968017578,
-2.181152344,
0.806396484,
0.660888672,
-4.914306641,
0.059082031,
2.413085938,
-0.496582031,
0.038818359,
-0.746093750,
1.928710938,
1.086914063,
-1.382080078,
1.393310547,
2.815673828,
-1.207031250,
0.373535156,
-0.356933594,
2.114990234,
0.713867188,
-1.516113281,
0.500000000,
0.966308594,
-0.597656250,
0.110107422,
0.039062500,
